GenArtNo;genart_en;standardised_article_description;assembly_groups;purpose_of_use;Delete
226;Gas Spring, gull-wing door;Gas Spring;Body;Gull-Wing Door;0
227;Gas Spring, radiator emblem;Gas Spring;Body;Radiator Emblem;0
228;Gas Spring, pop-up headlight;Gas Spring;Body;Pop-up Headlight;0
229;Gas Spring, foot-operated parking brake;Gas Spring;Braking System;Foot-operated Parking Brake;0
230;Gas Spring, roll bar;Gas Spring;Body;Rollbar;0
231;Gas Spring, spare-wheel carrier;Gas Spring;Body;Spare Tyre Bracket;0
232;Gas Spring, overrun brake;Gas Spring;Braking System;Overrun Brake;0
234;Master Cylinder, clutch;Cylinder;Clutch;Master Cylinder;0
236;Joint, drive shaft;Joint;Wheel Drive;Drive Shaft;0
237;Joint Fork, tie rod;Joint Fork;Steering;Tie Rod;0
238;Luggage Box, roof rack;Luggage Box;Carriers;Roof Rack;0
239;Luggage Box, rear rack;Luggage Box;Carriers;Rear Rack;0
240;Cruise Control;Control System;Cruise Control;NULL;0
241;Speeding Alarm;Warning System;Speeding Alarm;NULL;0
242;Wiper Gear, window cleaning;Transmission;Window Cleaning;NULL;0
243;Glow Plug;Glow Plug;Glow Ignition System;NULL;0
244;Ventilation Grille, bumper;Grille;Body;Bumper;0
245;Support, radiator grille;Support;Body;Radiator Grille;0
246;Steering Column Coupling;Flange;Steering;Steering Column;0
247;Mounting, engine;Mounting;Engine Mounting System;NULL;0
248;Mounting, automatic transmission;Mounting;Automatic Transmission;NULL;0
249;Mounting, manual transmission;Mounting;Manual Transmission;NULL;0
251;Mounting, control/trailing arm;Mounting;Wheel Suspension;Control/Trailing Arm;0
252;Rubber Buffer, muffler;Buffer;Exhaust System;NULL;0
253;Rubber Mount, muffler;Retaining Ring;Exhaust System;Muffler;0
254;Clip, bumper;Clip;Body;Bumper;0
255;Spring, brake shoes;Spring;Braking System;Brake Shoes;0
256;Spring, disc brake pad;Spring;Braking System;Disc Brake Pad;0
257;Supporting Frame, window cleaning system;Frame;Window Cleaning;Supporting Frame;0
258;Brake Master Cylinder;Cylinder;Braking System;Brake Master Cylinder;0
259;Headlight;Headlight;Lights;Headlight;0
261;Clutch Pressure Plate;Pressure Plate;Clutch;NULL;0
262;Clutch Disc;Clutch Disc;Clutch;NULL;0
264;Clutch Booster;Booster;Compressed-air System;Clutch;0
265;Main Shaft, manual transmission;Shaft;Manual Transmission;Main Shaft;0
266;Ball Head, gearshift linkage;Ball Head;Manual Transmission;Gearshift Linkage;0
267;Control Unit, air suspension;Control Unit;Compressed-air System;Air Suspension;0
268;Sensor, pneumatic suspension level;Sensor;Compressed-air System;Air Suspension Level;0
269;Directional Control Valve Block, air suspension;Directional Control Valve Block;Compressed-air System;Air Suspension;0
271;Buffer, engine mounting;Damper;Engine Mounting System;Engine Mounting;0
273;Control/Trailing Arm, wheel suspension;Control/Trailing Arm;Wheel Suspension;NULL;0
274;Stabiliser Bar, suspension;Stabiliser;Wheel Suspension;NULL;0
276;Repair Kit, brake master cylinder;Repair Kit;Braking System;Brake Master Cylinder;0
277;Wheel Brake Cylinder;Cylinder;Braking System;Wheel Brake Cylinder;0
278;Repair Kit, wheel brake cylinder;Repair Kit;Braking System;Wheel Brake Cylinder;0
281;Brake Shoe;Brake Shoe;Braking System;NULL;0
282;Control Unit, braking/driving dynamics;Control Unit;Braking System;NULL;0
283;Pressure Regulator, drive dynamics;Regulator;Compressed-air System;Drive Dynamics;0
284;Tie Rod;Rod;Steering;Tie Rod;0
285;Centre Rod Assembly;Rod;Steering;NULL;0
286;Steering Gear;Transmission;Steering;NULL;0
287;Control Unit, traction control system;Control Unit;Drive Dynamics Control;Traction Control System;0
288;Alternator Regulator;Regulator;Alternator;NULL;0
289;Front Fog Light;Headlight;Lights;Front Fog Light;0
290;Tail Light;Light;Lights;Tail Light;0
291;Rear Fog Light;Light;Lights;Rear Fog Light;0
292;Reverse Light;Light;Lights;Reverse Light;0
293;Licence Plate Light;Light;Lights;Licence Plate Light;0
294;End Outline Marker Light;Light;Lights;End Outline Marker Light;0
295;Wiper Motor;Electric Motor;Window Cleaning;Windscreen Wiper;0
297;Signal Horn;Signal Horn;Signal System;NULL;0
298;Wiper Blade;Wiper Blade;Window Cleaning;NULL;0
299;Wiper Blade Rubber;Wiper Blade Rubber;Window Cleaning;NULL;0
300;Wiper Linkage;Linkage;Window Cleaning;Wiper;0
301;Wiper Arm, window cleaning;Wiper Arm;Window Cleaning;NULL;0
302;Wiper Bearing;Bearing;Headlight Cleaning;Wiper;0
303;Washer Fluid Jet, window cleaning;Nozzle;Window Cleaning;Washer Fluid;0
304;V-Belt Set;Belt Kit;Belt Drive;V-Belt;0
305;V-ribbed Belt;Belt;Belt Drive;V-ribbed Belt;0
306;Timing Belt;Belt;Belt Drive;Timing Belt;0
307;Timing Belt Kit;Belt Kit;Belt Drive;Timing Belt;0
308;Tensioner Pulley, timing belt;Pulley;Belt Drive;Timing Belt Tension;0
310;Tensioner Pulley, V-ribbed belt;Pulley;Belt Drive;V-ribbed Belt Tension;0
312;Deflection/Guide Pulley, V-ribbed belt;Pulley;Belt Drive;V-ribbed Belt Guidance/Deflection;0
313;Deflection Pulley/Guide Pulley, timing belt;Pulley;Belt Drive;Timing Belt Guide/Deflection;0
314;Gasket, water pump;Gasket/Seal;Cooling System;Water Pump;0
315;Gasket Set, water pump;Gasket Set;Cooling System;Water Pump;0
316;Thermostat, coolant;Thermostat;Cooling System;Coolant;0
317;Gasket, thermostat housing;Gasket/Seal;Cooling System;Thermostat Housing;0
318;Gasket, cylinder head;Gasket/Seal;Cylinder Head;Engine Block;0
319;Gasket Kit, cylinder head;Gasket Set;Cylinder Head;NULL;0
321;Gasket, cylinder head cover;Gasket/Seal;Cylinder Head;Cylinder Head Cover;0
322;Seal Ring, valve stem;Seal Ring;Cylinder Head;Valve Stem;0
323;Seal Set, valve stem;Gasket Set;Cylinder Head;Valve Stem;0
324;Bellow, air suspension;Bellow;Compressed-air System;Air Suspension;0
325;Operating Device, air suspension;Operating Device;Compressed-air System;Air Suspension;0
326;Air Suspension Valve;Valve;Compressed-air System;Air Suspension;0
328;Pressure Control Valve, lifting system;Valve;Compressed-air System;Lift System;0
331;Bushing, stabiliser bar;Bush;Wheel Suspension;Stabiliser Mounting;0
332;Compressor, compressed-air system;Compressor;Compressed-air System;NULL;0
333;Cylinder Head, air compressor;Cylinder Head;Compressed-air System;Air Compressor;0
334;Repair Kit, air compressor;Repair Kit;Compressed-air System;Air Compressor;0
335;Pressure Controller, compressed-air system;Regulator;Compressed-air System;NULL;0
336;Antifreeze Pump, compressed-air system;Pump;Compressed-air System;Antifreeze;0
337;Water Separator, compressed-air system;Trap;Compressed-air System;Water;0
338;Compressed-air Cleaner;Filter;Compressed-air System;Air;0
339;Air Dryer, compressed-air system;Dehumidifier;Compressed-air System;Air;0
340;Air Dryer Cartridge, compressed-air system;Cartridge;Compressed-air System;Air Dryer;0
341;Multi-circuit Protection Valve;Valve;Compressed-air System;Multiple Circuit Protection;0
342;Valve, compressed-air system;Valve;Compressed-air System;NULL;0
346;Air Tank, compressed-air system;Tank;Compressed-air System;Compressed Air;0
347;Brake Valve, service brake;Valve;Compressed-air System;Service Brake;0
348;Control Valve, trailer;Valve;Compressed-air System;Trailer Control;0
350;Pretensioning Cylinder;Cylinder;Compressed-air System;Pretensioning Cylinder;0
354;Spring-loaded Cylinder;Cylinder;Compressed-air System;Spring Loaded Cylinder;0
355;Brake Valve, parking brake;Valve;Compressed-air System;Parking Brake;0
356;Brake Valve, trailer;Valve;Compressed-air System;Trailer Brake;0
358;Overload Protection Valve;Valve;Compressed-air System;Overload Protection;0
359;Diaphragm Brake Cylinder;Cylinder;Compressed-air System;Diaphragm;0
360;Piston Brake Cylinder;Cylinder;Compressed-air System;Piston;0
361;Multi-function Brake Cylinder;Cylinder;Compressed-air System;Combination;0
362;Slave Cylinder;Cylinder;Compressed-air System;Slave Cylinder;0
363;Slave Cylinder, door;Cylinder;Compressed-air System;Door;0
365;Alarm Switch, differential pressure;Switch;Compressed-air System;Differential Pressure Warning;0
366;Directional Control Valve;Flow Control Valve;Compressed-air System;NULL;0
367;Test Connection;Test Connection;Compressed-air System;NULL;0
368;Spiral Hose;Spiral Hose;Compressed-air System;NULL;0
369;Silencer, compressed-air system;Damper;Compressed-air System;Silencer;0
370;Coupling Head;Coupling Head;Compressed-air System;NULL;0
371;Heater Flange, carburettor;Flange;Carburettor;Carburettor Heating;0
372;Heater Flap Box;Van;Heating/Ventilation;Heater Flaps;0
373;Connector, compressed-air line;Connector;Compressed-air System;Compressed-air Line;0
374;Tyre Inflation Connector;Tyre Inflation Connector;Compressed-air System;NULL;0
377;Shut-Off Cock;Shut-Off Cock;Compressed-air System;NULL;0
385;Suspension Strut, air suspension;Suspension Strut;Compressed-air System;Air Suspension;0
387;Vacuum Pump, braking system;Pump;Braking System;Vacuum;0
388;Eyebolt, tie rod;Eyebolt;Steering;Tie Rod;0
389;Rear Panel;Rear Panel;Body;NULL;0
390;Back Door;Door;Body;Back Door;0
391;Tail Light Assembly;Light;Lights;Tail Light Assembly;0
392;Housing, tail light assembly;Housing;Lights;Tail Light Assembly;0
394;Rear Rack;Rack;Carriers;Rear Rack;0
395;Axle Beam;Axle Beam;Wheel Suspension;NULL;0
396;Fluid Reservoir, brake fluid;Tank;Braking System;Brake Fluid;0
397;Expansion Tank, coolant;Tank;Cooling System;Coolant Water;0
399;Bellow, brake caliper guide;Bellow;Braking System;Brake Caliper Guide;0
400;Thrust Piece, disc brake pad;Thrust Piece;Braking System;Disc Brake Pad;0
401;Seal Kit, brake caliper;Gasket Set;Braking System;Brake Caliper;0
402;Brake Pad Set, disc brake;Brake Pad Set;Braking System;NULL;0
404;Clamping Sleeve, disc brake pad;Sleeve;Braking System;Disc Brake Pad;0
405;Repair Kit, brake caliper;Repair Kit;Braking System;Brake Caliper;0
406;Holder, brake disc pad;Holder;Braking System;Disc Brake Pad;0
407;Warning Contact, brake pad wear;Contact;Braking System;Lining Wear;0
408;Rivet, drum brake lining;Rivet;Braking System;Drum Brake Lining;0
410;Brake Shaft, drum brake;Shaft;Braking System;Drum Brake;0
412;Sensor, wheel speed;Sensor;Braking System;Wheel Speed;0
414;Controller, level control;Regulator;Suspension/Damping;Level Control;0
415;Hydraulic Unit, braking system;Hydraulic Unit;Braking System;NULL;0
416;Hydraulic Filter, automatic transmission;Filter;Automatic Transmission;Hydraulic Oil;0
417;Hydraulic Filter, steering;Filter;Steering;Hydraulic Oil;0
418;Hydraulic Filter, leveling control;Filter;Suspension/Damping;Level Control;0
421;Inner Wing Panel;Wing;Body;Inner Wing Panel;0
423;Interior Light;Light;Lights;Interior Light;0
424;Filter, cabin air;Filter;Heating/Ventilation;Cabin Air;0
426;Cable Set, front fog light;Cable Set;Lights;Front Fog Light;0
427;Cable Set, high beam headlight;Cable Set;Lights;High Beam Headlight;0
428;Permanent Positive Cable, trailer hitch;Cable Set;Trailer Hitch;Permanently Positive;0
429;Catalytic Converter;Catalytic Converter;Exhaust System;NULL;0
430;Retrofit Kit, catalytic converter;Retrofit Kit;Exhaust System;Catalytic Converter;0
431;Housing, licence plate light;Housing;Lights;Licence Plate Light;0
432;Rocker Arm, engine timing;Lever;Engine Timing;Centre Pivot;0
433;Rocker Arm Shaft, engine timing;Shaft;Engine Timing;Rocker Arm;0
435;Strap Kit, bicycle rack;Belt Kit;Carriers;Bicycle Rack;0
436;Retrofit Kit, air conditioning;Retrofit Kit;Air Conditioning;NULL;0
438;Knuckle Joint;Joint;Wheel Suspension;Knuckle Joint;0
439;Body Floor, boot-/cargo area;Floor Panel;Body;Boot-/Cargo Area;0
440;Boot-/Cargo Area Hatch;Lid;Body;Boot-/Cargo Area;0
441;Boot Light;Light;Lights;Boot Light;0
442;Boot Brace, trailer hitch;Strut;Trailer Hitch;Boot;0
443;Piston;Piston;Crankshaft Drive;NULL;0
444;Piston Ring Set;Ring Kit;Crankshaft Drive;Piston;0
445;Instrument cluster;Gauge;Instruments;Instrument cluster;0
446;Combination Valve, braking system;Valve;Braking System;Combination;0
447;Compressor, air conditioning;Compressor;Air Conditioning;NULL;0
448;Condenser, air conditioning;Condenser;Air Conditioning;NULL;0
449;Wing;Wing;Body;NULL;0
450;Flaring, wing;Flaring;Body;Wing;0
451;Flaring Kit, wing;Flaring Kit;Body;Wing;0
453;Fuel Tank;Tank;Fuel Supply System;Fuel;0
454;Fuel Supply Module;Pump Module;Fuel Supply System;Fuel;0
455;Gasket, oil sump;Gasket/Seal;Lubrication;Oil Sump;0
456;Gasket Set, oil sump;Gasket Set;Lubrication;Oil Sump;0
457;Clutch Hose;Hose Line;Clutch;Clutch Hydraulics;0
458;Fuel Pump;Pump;Fuel Supply System;Fuel;0
460;Pump, fuel pre-supply;Pump;Fuel Supply System;Fuel Pre-supply;0
461;Fuel Gauge;Gauge;Instruments;Fuel Supply;0
462;Joint, steering column;Joint;Steering;Steering Column;0
464;Ball Plate, trailer hitch;Ball Plate;Trailer Hitch;NULL;0
466;Tow Ball Bracket, trailer hitch;Holder;Trailer Hitch;Ball Rod;0
467;Heat Exchanger, interior heating;Heat Exchanger;Heating/Ventilation;Interior Heating;0
468;Charge Air Cooler;Heat Exchanger;Air Supply;Charge Air Cooling;0
469;Oil Cooler, engine oil;Heat Exchanger;Lubrication;Engine Oil;0
470;Radiator, engine cooling;Heat Exchanger;Cooling System;Engine Cooling;0
471;Evaporator, air conditioning;Evaporator;Air Conditioning;NULL;0
472;Radiator Grille;Grille;Body;Radiator;0
473;Holder, radiator grille;Holder;Body;Radiator Grille;0
474;Frame, radiator grille;Frame;Body;Radiator Grille;0
475;Radiator Hose;Hose Line;Cooling System;Radiator;0
476;Radiator Mounting;Rack;Body;Radiator Rail;0
477;Coupling Ball, trailer hitch;Coupling Ball;Trailer Hitch;NULL;0
478;Cable Pull, clutch control;Cable Pull;Clutch;Clutch Control;0
479;Clutch Kit;Clutch Kit;Clutch;NULL;0
481;Main Bearing Cap, crankshaft;Cover;Crankshaft Drive;Crankshaft Bearing;0
482;Bracket, axle beam;Bracket;Wheel Suspension;Axle Beam;0
483;Bracket, engine mounting system;Bracket;Engine Mounting System;NULL;0
486;Bulb Socket, searchlight;Bulb Socket;Lights;Searchlight;0
487;Bulb Socket, worklight;Bulb Socket;Lights;Worklight;0
488;Bulb Socket, high beam headlight;Bulb Socket;Lights;High Beam Headlight;0
489;Bulb Socket, headlight;Bulb Socket;Lights;Headlight;0
490;Bulb Socket, front fog light;Bulb Socket;Lights;Front Fog Light;0
492;Bulb Holder, direction indicator;Lamp Base;Signal System;Direction Indicator;0
493;Bulb Holder, stop light;Lamp Base;Signal System;Stop Light;0
494;Bulb Holder, tail light assembly;Lamp Base;Lights;Tail Light Assembly;0
495;Bulb Holder, tail light;Lamp Base;Lights;Tail Light;0
496;Bulb Holder, rotating beacon;Lamp Base;Signal System;Rotating Beacon;0
498;Bulb Holder, licence plate light;Lamp Base;Lights;Licence Plate Light;0
499;Bulb Holder, rear fog light;Lamp Base;Lights;Rear Fog Light;0
500;Bulb Holder, reverse light;Lamp Base;Lights;Reverse Light;0
502;Steering Linkage;Linkage;Steering;NULL;0
503;Steering Arm;Lever;Steering;NULL;0
504;Steering Spindle;Spindle;Steering;NULL;0
505;Pitman Arm;Lever;Steering;Steering Column;0
506;Steering Shaft;Shaft;Steering;NULL;0
507;Steering Idler Arm;Lever;Steering;Intermediate Lever;0
508;Fan, engine cooling;Fan;Cooling System;Engine Cooling;0
509;Clutch, radiator fan;Coupling;Cooling System;Radiator Fan;0
514;Gas Spring, bonnet;Gas Spring;Body;Bonnet;0
515;Brake Line;Pipe;Braking System;NULL;0
516;Clutch Line;Pipe;Clutch;NULL;0
518;Mounting Kit, catalytic converter;Assembly Kit;Exhaust System;Catalytic Converter;0
519;Mounting Kit, muffler;Assembly Kit;Exhaust System;Muffler;0
522;Hinge, driver cab;Joint;Driver Cab;Driver Cab Suspension;0
523;Tilt Cylinder, driver cab;Cylinder;Driver Cab;Centre Pivot;0
525;Door Lock, driver cab;Locks;Driver Cab;Driver Cab;0
526;Spring, driver cab suspension;Spring;Driver Cab;Driver Cab Suspension;0
527;Shock Absorber, driver cab suspension;Damper;Driver Cab;Driver Cab Suspension;0
528;Bellow, driver cab suspension;Bellow;Driver Cab;Driver Cab Suspension;0
529;Valve, driver cab suspension;Valve;Driver Cab;Driver Cab Suspension;0
530;Door, body;Door;Body;NULL;0
531;Bonnet;Bonnet;Body;NULL;0
533;Holder, engine mounting system;Holder;Engine Mounting System;NULL;0
534;Hydraulic Filter, clutch;Filter;Clutch;Hydraulic Oil;0
535;Hydraulic Filter, brake fluid;Filter;Braking System;Hydraulic Oil;0
536;Filter, operating hydraulics;Filter;Hydraulic System;Operating Hydraulics;0
537;Filter, windscreen washer fluid;Filter;Window Cleaning;Washer Fluid;0
538;Exhaust Gas Flap, engine brake;Exhaust Gas Flap;Braking System;Engine Brake;0
540;Tensioner Lever, V-ribbed belt;Tensioner Arm;Belt Drive;V-ribbed Belt;0
541;Belt Tensioner, V-ribbed belt;Tensioner;Belt Drive;V-ribbed Belt;0
542;V-ribbed Belt Set;Belt Kit;Belt Drive;V-ribbed Belt;0
544;Tensioner Lever, timing belt;Tensioner Arm;Belt Drive;Timing Belt;0
545;Tensioner, timing belt;Tensioner;Belt Drive;Timing Belt;0
546;Coolant Pipe;Pipe;Cooling System;Coolant Water;0
547;Gasket, coolant pipe;Gasket/Seal;Cooling System;Coolant Pipe;0
548;Cap, radiator;Closure;Cooling System;Radiator Cap;0
549;Bolt, radiator cap;Screw;Cooling System;Radiator Cap;0
550;High-pressure Switch, air conditioning;Switch;Air Conditioning;High-pressure;0
551;Seal Ring, radiator cap bolt;Seal Ring;Cooling System;Radiator Drain Screw;0
552;Belt Pulley, radiator fan;Belt Pulley;Cooling System;Fan;0
553;Holder, oil cooler;Holder;Lubrication;Oil Cooler;0
554;Mounting Bracket, oil cooler;Bracket;Body;Oil Cooler;0
555;Low-pressure Switch, air conditioning;Switch;Air Conditioning;Low-pressure;0
556;Oil Hose;Hose Line;Lubrication;Engine Oil;0
557;Gasket Set, oil cooler;Gasket Set;Lubrication;Oil Cooler;0
558;Mounting Kit, heat exchanger;Assembly Kit;Heating/Ventilation;Heat Exchanger;0
559;Gasket, heater flap box;Gasket/Seal;Heating/Ventilation;Heater Flap Box;0
560;Full Gasket Kit, engine;Gasket Set;Crankcase;Engine;0
561;Finger Follower, engine timing;Lever;Engine Timing;End Pivot;0
562;Push Rod;Rod;Engine Timing;Rocker Arm Actuation;0
563;O-Ring, push rod tube;Gasket/Seal;Engine Timing;Push Rod Tube;0
564;Push Rod Tube;Tube;Engine Timing;Push Rod Protection;0
566;Camshaft;Shaft;Engine Timing;Valve Control;0
567;Camshaft Kit;Shaft Kit;Engine Timing;Valve Control;0
568;Gasket, timing case;Gasket/Seal;Engine Timing;Timing Case;0
569;Gasket, timing case cover;Gasket/Seal;Engine Timing;Timing Case Cover;0
570;Gasket Kit, timing case;Gasket Set;Engine Timing;Timing Case;0
571;Tensioner, timing chain;Tensioner;Engine Timing;Timing Chain;0
572;Shaft Seal, crankshaft;Seal Ring;Crankshaft Drive;Crankshaft;0
574;Crankshaft Bearing Shell;Bearing Shell;Crankshaft Drive;Crankshaft;0
577;Flywheel;Flywheel;Crankshaft Drive;NULL;0
578;Ring Gear, flywheel;Ring Gear;Crankshaft Drive;Flywheel;0
579;Pilot Bearing, clutch;Bearing;Clutch;Guide;0
580;Gear, balance shaft;Gear;Engine Timing;Balance Shaft;0
581;Connecting Rod;Connecting Rod;Crankshaft Drive;NULL;0
582;Connecting Rod Bearing Shell;Bearing Shell;Crankshaft Drive;Connecting Rod;0
583;Bearing Cap, connecting rod;Cover;Crankshaft Drive;Connecting Rod Bearing;0
584;Small End Bushes, connecting rod;Bush;Crankshaft Drive;Connecting Rod Bearing;0
585;Sensor, longitudinal acceleration;Sensor;Drive Dynamics Control;Longitudinal Acceleration;0
586;Sensor, transverse acceleration;Sensor;Drive Dynamics Control;Transverse Acceleration;0
587;Piston Pin, crankshaft drive;Bolt;Crankshaft Drive;Piston;0
588;Circlip, piston pin;Fuse;Crankshaft Drive;Piston Pin;0
589;Cylinder Liner;Bush;Crankcase;Cylinder Liner;0
590;Housing, oil filter;Housing;Lubrication;Oil Filter;0
591;Gasket, oil filter housing;Gasket/Seal;Lubrication;Oil Filter Housing;0
592;Oil Sump;Oil Sump;Lubrication;NULL;0
593;Screw Plug, oil sump;Screw;Lubrication;Oil Drain;0
594;Oil Pump Pickup Tube;Tube;Lubrication;Oil Pump;0
595;Strainer, oil pump pickup tube;Strainer;Lubrication;Oil Pump Pickup Tube;0
596;Oil Pump;Pump;Lubrication;Engine Oil;0
597;Cap, oil filler neck;Closure;Cylinder Head;Oil Filler Neck;0
598;Gasket, oil filler neck cap;Gasket/Seal;Cylinder Head;Oil Filler Neck;0
599;Oil Dipstick;Dipstick;Lubrication;NULL;0
600;Housing, fuel filter;Housing;Fuel Supply System;Fuel Filter;0
601;Strap, fuel tank;Strap;Fuel Supply System;Fuel Tank;0
602;Cap, fuel tank;Closure;Fuel Supply System;Fuel Tank;0
603;Fuel Drain Plug;Screw;Fuel Supply System;Fuel Drain;0
604;Seal Ring, fuel drain plug;Seal Ring;Fuel Supply System;Fuel Drain Plug;0
605;Sender Unit, fuel tank;Sensor;Fuel Supply System;Fuel Supply;0
606;Seal, fuel tank cap;Gasket/Seal;Fuel Supply System;Fuel Tank Cap;0
607;Filler Neck, fuel tank;Filler Neck;Fuel Supply System;Fuel Tank;0
608;Tilt Pump, driver cab;Pump;Hydraulic System;Driver Cab;0
609;Fuel Hose;Hose Line;Fuel Supply System;NULL;0
610;Fuel Line;Pipe;Fuel Supply System;NULL;0
611;Seal, fuel line;Gasket/Seal;Fuel Supply System;Fuel Line;0
612;Hose Connector, fuel hose;Connector;Fuel Supply System;Fuel Hose;0
613;Repair Kit, fuel pump;Repair Kit;Fuel Supply System;Fuel Pump;0
615;Repair Kit, hand feed pump;Repair Kit;Fuel Supply System;Hand Feed Pump;0
616;Sight Glass, hand feed pump;Sight Glass;Fuel Supply System;Hand Feed Pump;0
618;Accelerator Cable;Cable Pull;Air Supply;Throttle Valve;0
619;Repair Kit, clutch release bearing;Repair Kit;Clutch;Clutch Release Bearing;0
620;Slave Cylinder, clutch;Cylinder;Clutch;Slave Cylinder;0
621;Repair Kit, clutch master cylinder;Repair Kit;Clutch;Master Cylinder;0
622;Repair Kit, clutch slave cylinder;Repair Kit;Clutch;Slave Cylinder;0
623;Gasket Set, manual transmission;Gasket Set;Manual Transmission;NULL;0
624;Shaft Seal, manual transmission;Seal Ring;Manual Transmission;Transmission Shaft;0
625;Gasket Set, automatic transmission;Gasket Set;Automatic Transmission;NULL;0
626;Shaft Seal, automatic transmission;Seal Ring;Automatic Transmission;Transmission Shaft;0
627;Retarder;Retarder;Braking System;Retarder Brake System;0
628;Gasket, differential;Gasket/Seal;Axle Drive;Differential;0
629;Gasket Set, differential;Gasket Set;Axle Drive;Differential;0
630;Shaft Seal, differential;Seal Ring;Axle Drive;Differential;0
631;Gasket, transfer case;Gasket/Seal;Axle Drive;Transfer Case;0
632;Gasket Set, transfer case;Gasket Set;Axle Drive;Transfer Case;0
633;Shaft Seal, transfer case;Seal Ring;Axle Drive;Transfer Gear Shaft;0
634;Gasket, power take-off;Gasket/Seal;Power Take-off;NULL;0
635;Gasket Set, power take-off;Gasket Set;Power Take-off;NULL;0
636;Shaft Seal, power take-off;Seal Ring;Power Take-off;NULL;0
637;Spring Pack;Spring Pack;Suspension/Damping;NULL;0
638;Spring Leaf;Spring Leaf;Suspension/Damping;NULL;0
639;Pipe;Pipe;Compressed-air System;NULL;0
643;Repair Kit, spring bolt;Repair Kit;Suspension/Damping;Spring Bolt;0
644;Spring Bolt;Bolt;Suspension/Damping;Spring Bolt;0
645;Bushing, leaf spring;Bush;Suspension/Damping;Leaf Spring Mounting;0
646;Spring Shackle;Spring Shackle;Suspension/Damping;NULL;0
647;Bush, spring shackle;Bush;Suspension/Damping;Spring Shackle;0
648;Leaf Spring Hanger;Leaf Spring Hanger;Suspension/Damping;NULL;0
649;Spring Clamp;Spring Clamp;Suspension/Damping;NULL;0
650;Centring Ring, leaf spring;Centring Ring;Suspension/Damping;Leaf Spring;0
651;Central Bolt;Bolt;Suspension/Damping;Leaf Spring;0
652;Repair Kit, kingpin;Repair Kit;Wheel Suspension;Kingpin;0
653;Wheel Hub;Wheel Hub;Wheel Suspension;NULL;0
654;Wheel Bearing Kit;Bearing Kit;Wheel Suspension;Wheel Hub;0
655;Wheel Bearing;Bearing;Wheel Suspension;Wheel Hub;0
656;Shaft Seal, wheel hub;Seal Ring;Wheel Suspension;Wheel Hub;0
657;Wheel Stud;Bolt;Wheels;Wheel;0
658;Wheel Nut;Nut;Wheels;Wheel;0
659;Retaining Ring, rim;Retainer Ring;Wheels;Rim;0
660;Centring Ring, rim;Centring Ring;Wheels;Rim;0
661;Rim;Rim;Wheels;NULL;0
662;Repair Kit, brake booster;Repair Kit;Braking System;Brake Booster;0
663;Valve, brake booster;Valve;Braking System;Brake Booster;0
664;Gasket, vacuum pump piston;Gasket/Seal;Braking System;Vacuum Pump Piston;0
665;Valve, vacuum pump;Valve;Braking System;Vacuum Pump;0
666;Gasket, vacuum pump;Gasket/Seal;Braking System;Vacuum Pump;0
667;Vacuum Hose, braking system;Hose Line;Braking System;Vacuum;0
668;Sensor, brake fluid level;Sensor;Braking System;Brake Fluid Reserve;0
669;Brake Line Set;Pipe Set;Braking System;NULL;0
671;Parking Socket;Socket;Electric Universal Parts;NULL;0
672;Connecting Cable, ABS;Electric Cable;Braking System;ABS;0
673;Repair Kit, steering idler arm;Repair Kit;Steering;Steering Idler Arm;0
676;Joint, steering shaft;Joint;Steering;Steering Shaft;0
677;Hydraulic Hose, steering;Hose Line;Steering;Steering Hydraulics;0
678;Control Unit, power steering;Control Unit;Steering;Power Steering;0
679;Valve, power steering;Valve;Steering;Power Steering;0
680;Gasket, steering gear;Gasket/Seal;Steering;Steering Gear;0
681;Gasket Set, steering gear;Gasket Set;Steering;Steering Gear;0
682;Solenoid Switch, starter;Switch;Starter System;Solenoid Switch;0
683;Ignition Distributor;Distributor;Ignition System;NULL;0
684;Ignition Cable;Electric Cable;Ignition System;NULL;0
685;Ignition Cable Kit;Electric Cable Set;Ignition System;NULL;0
686;Spark Plug;Spark Plug;Ignition System;NULL;0
688;Contact Breaker, ignition distributor;Contact Breaker Set;Ignition System;Ignition Distributor;0
689;Ignition Coil;Ignition Coil;Ignition System;NULL;0
690;Capacitor, ignition system;Condenser;Ignition System;NULL;0
691;Ignition Distributor Rotor;Ignition Distributor Rotor;Ignition System;Ignition Distributor;0
692;Ignition Distributor Cap;Cap;Ignition System;Ignition Distributor;0
694;Bracket, ignition distributor rotor;Holder;Ignition System;Ignition Distributor Rotor;0
695;Plug, ignition distributor;Plug;Ignition System;Ignition Distributor;0
696;Plug, spark plug;Plug;Ignition System;Spark Plug;0
698;Plug, coil;Plug;Ignition System;Ignition Coil;0
699;Control Unit, glow time;Control Unit;Glow Ignition System;Glow Time;0
700;Actuator, headlight levelling;Actuator;Lights;Headlight Levelling;0
702;Reflector, headlight;Reflector;Lights;Headlight;0
703;Frame, headlight;Frame;Lights;Headlight;0
704;Cable Set, headlight;Cable Set;Lights;Headlight;0
705;Housing, headlight;Housing;Lights;Headlight;0
706;Series Resistor, ignition system;Resistor;Ignition System;Series Resistor;0
707;Glow Indicator;Glow Indicator;Glow Ignition System;NULL;0
708;Retrofit Kit, quick-start glow plug system;Retrofit Kit;Glow Ignition System;Quick Glow System;0
