category;parts;side;descr_raw;base_type;carrier;purpose;position;body;material;finish;features;maker;segment;quality;variant;years;engine;dimension;packaging;residual;descr_norm
DOOR HANDLES;2;LE;DOOR HANDLE FRONT OUTER CHROME (W/KEY HOLE);HANDLE;DOOR;;FRONT OUTER;;;CHROME;KEYHOLE;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;2;RI;DOOR HANDLE FRONT/REAR INNER BLACK/SILVER;HANDLE;DOOR;;FRONT REAR INNER;;;BLACK SILVER;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;2;LE;DOOR HANDLE FRONT/REAR INNER BLACK/SILVER;HANDLE;DOOR;;FRONT REAR INNER;;;BLACK SILVER;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;2;;DOOR HANDLE REAR OUTER PRIMED  (RH=LH);HANDLE;DOOR;;REAR OUTER;;;PRIMED;;;;;;;;;;;HANDLE | DOOR | REAR OUTER
DOOR HANDLES;2;RI;DOOR HANDLE FRONT/REAR OUTER  (RH=LH) PRIMED;HANDLE;DOOR;;FRONT REAR OUTER;;;PRIMED;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;2;RI;DOOR HANDLE FRONT OUTER CHROME /BLACK;HANDLE;DOOR;;FRONT OUTER;;;CHROME BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;2;LE;DOOR HANDLE FRONT OUTER CHROME /BLACK;HANDLE;DOOR;;FRONT OUTER;;;CHROME BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;2;RI;DOOR HANDLE FRONT OUTER  (W/O SENSOR) CHROME;HANDLE;DOOR;;FRONT OUTER;;;CHROME;NO-SENSOR;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;2;LE;DOOR HANDLE FRONT OUTER  (W/O SENSOR) CHROME;HANDLE;DOOR;;FRONT OUTER;;;CHROME;NO-SENSOR;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;2;;DOOR HANDLE REAR OUTER  (RH=LH) CHROME;HANDLE;DOOR;;REAR OUTER;;;CHROME;;;;;;;;;;;HANDLE | DOOR | REAR OUTER
DOOR HANDLES;2;RI;DOOR HANDLE FRONT-REAR OUTER PRIMED;HANDLE;DOOR;;OUTER;;;PRIMED;;;;;;;;;;;HANDLE | DOOR | OUTER
DOOR HANDLES;2;LE;DOOR HANDLE OUTER FRONT CHROME;HANDLE;DOOR;;OUTER FRONT;;;CHROME;;;;;;;;;;;HANDLE | DOOR | OUTER FRONT
DOOR HANDLES;2;LE;DOOR HANDLE FRONT OUTER W/KEY HOLE;HANDLE;DOOR;;FRONT OUTER;;;;KEYHOLE;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;2;;TAILGATE HANDLE CHROME  W/KEY & CAM. HOLE;HANDLE;TAILGATE;;;;;CHROME;KEY;;;;;;;;;CAM;HANDLE | TAILGATE
DOOR HANDLES;2;;TAIL GATE HANDLE CHROME   (W/KEY HOLE);HANDLE;TAILGATE;;;;;CHROME;KEYHOLE;;;;;;;;;;HANDLE | TAILGATE
DOOR HANDLES;2;RI;DOOR HANDLE FRONT/REAR DOOR INNER CHROME /BLACK;HANDLE;DOOR;;FRONT REAR INNER;;;CHROME BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;2;LE;DOOR HANDLE FRONT/REAR DOOR INNER CHROME /BLACK;HANDLE;DOOR;;FRONT REAR INNER;;;CHROME BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;2;RI;DOOR HANDLE FRONT/REAR DOOR INNER BLACK;HANDLE;DOOR;;FRONT REAR INNER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;2;LE;DOOR HANDLE FRONT/REAR DOOR INNER BLACK;HANDLE;DOOR;;FRONT REAR INNER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;2;LE;DOOR HANDLE FRONT OUTER CHROMEV (W/HOLE);HANDLE;DOOR;;FRONT OUTER;;;;;;;;;;;;;CHROMEV;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;;DOOR HANDLE REAR 3/5 DOOR OUTER;HANDLE;DOOR;;REAR OUTER;;;;;;;;;;;;;;HANDLE | DOOR | REAR OUTER
DOOR HANDLES;1;;TAIL GATE HANDLE 3/5TH INNER;HANDLE;TAILGATE;;INNER;;;;;;;;;;;;;;HANDLE | TAILGATE | INNER
DOOR HANDLES;1;RI;DOOR HANDLE INNER BLACK FRONT/REAR;HANDLE;DOOR;;INNER FRONT REAR;;;BLACK;;;;;;;;;;;HANDLE | DOOR | INNER FRONT REAR
DOOR HANDLES;1;LE;DOOR HANDLE INNER BLACK FRONT/REAR;HANDLE;DOOR;;INNER FRONT REAR;;;BLACK;;;;;;;;;;;HANDLE | DOOR | INNER FRONT REAR
DOOR HANDLES;1;LE;DOOR HANDLE FRONT-REAR INNER;HANDLE;DOOR;;INNER;;;;;;;;;;;;;;HANDLE | DOOR | INNER
DOOR HANDLES;1;;HANDLE OUTER 3/5TH DOOR REAR;HANDLE;TAILGATE;;OUTER REAR;;;;;;;;;;;;;;HANDLE | TAILGATE | OUTER REAR
DOOR HANDLES;1;;HANDLE INNER 3/5TH DOOR REAR;HANDLE;TAILGATE;;INNER REAR;;;;;;;;;;;;;;HANDLE | TAILGATE | INNER REAR
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR OUTER  BLACK;HANDLE;DOOR;;FRONT REAR OUTER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR OUTER  BLACK;HANDLE;DOOR;;FRONT REAR OUTER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR INNER BLACK  (W/SAFETY CABLE);HANDLE;DOOR;;FRONT REAR INNER;;;BLACK;SAFETY CABLE;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR INNER BLACK  (W/SAFETY CABLE);HANDLE;DOOR;;FRONT REAR INNER;;;BLACK;SAFETY CABLE;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR INNER CHROME   (W/SAFETY CABLE);HANDLE;DOOR;;FRONT REAR INNER;;;CHROME;SAFETY CABLE;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR INNER CHROME   (W/SAFETY CABLE);HANDLE;DOOR;;FRONT REAR INNER;;;CHROME;SAFETY CABLE;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR INNER GRAY  (W/SAFETY CABLE);HANDLE;DOOR;;FRONT REAR INNER;;;GRAY;SAFETY CABLE;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR INNER GRAY  (W/SAFETY CABLE);HANDLE;DOOR;;FRONT REAR INNER;;;GRAY;SAFETY CABLE;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;RI;DOOR HANDLE REAR .OUTER CHROME;HANDLE;DOOR;;REAR OUTER;;;CHROME;;;;;;;;;;;HANDLE | DOOR | REAR OUTER
DOOR HANDLES;1;LE;DOOR HANDLE REAR .OUTER CHROME;HANDLE;DOOR;;REAR OUTER;;;CHROME;;;;;;;;;;;HANDLE | DOOR | REAR OUTER
DOOR HANDLES;1;RI;DOOR HANDLE FRAME FRONT/REAR INNER BLACK;HANDLE+FRAME;DOOR;;FRONT REAR INNER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRAME FRONT/REAR INNER BLACK;HANDLE+FRAME;DOOR;;FRONT REAR INNER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;RI;DOOR HANDLE OUTER FRONT/REAR CHROME;HANDLE;DOOR;;OUTER FRONT REAR;;;CHROME;;;;;;;;;;;HANDLE | DOOR | OUTER FRONT REAR
DOOR HANDLES;1;LE;DOOR HANDLE INNER OUTER;HANDLE;DOOR;;INNER OUTER;;;;;;;;;;;;;;HANDLE | DOOR | INNER OUTER
DOOR HANDLES;1;RI;DOOR HANDLE INNER FRONT/REAR GRAY;HANDLE;DOOR;;INNER FRONT REAR;;;GRAY;;;;;;;;;;;HANDLE | DOOR | INNER FRONT REAR
DOOR HANDLES;1;LE;DOOR HANDLE INNER FRONT/REAR GRAY;HANDLE;DOOR;;INNER FRONT REAR;;;GRAY;;;;;;;;;;;HANDLE | DOOR | INNER FRONT REAR
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR INNER BLUE;HANDLE;DOOR;;FRONT REAR INNER;;;BLUE;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR INNER BLUE;HANDLE;DOOR;;FRONT REAR INNER;;;BLUE;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR DOOR OUTER PRIMED;HANDLE;DOOR;;FRONT REAR OUTER;;;PRIMED;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR DOOR OUTER PRIMED;HANDLE;DOOR;;FRONT REAR OUTER;;;PRIMED;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT INNER  (1 HOLE);HANDLE;DOOR;;FRONT INNER;;;;;;;;;;;;;;HANDLE | DOOR | FRONT INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT INNER  (1 HOLE);HANDLE;DOOR;;FRONT INNER;;;;;;;;;;;;;;HANDLE | DOOR | FRONT INNER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT INNER  (2 HOLES);HANDLE;DOOR;;FRONT INNER;;;;;;;;;;;;;;HANDLE | DOOR | FRONT INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT INNER  (2 HOLES);HANDLE;DOOR;;FRONT INNER;;;;;;;;;;;;;;HANDLE | DOOR | FRONT INNER
DOOR HANDLES;1;RI;DOOR HANDLE INNER GRAB FRONT GRAY;HANDLE;DOOR;;INNER FRONT;;;GRAY;GRAB;;;;;;;;;;HANDLE | DOOR | INNER FRONT
DOOR HANDLES;1;LE;DOOR HANDLE INNER GRAB FRONT GRAY;HANDLE;DOOR;;INNER FRONT;;;GRAY;GRAB;;;;;;;;;;HANDLE | DOOR | INNER FRONT
DOOR HANDLES;1;RI;DOOR HANDLE INNER GRAB FRONT BEIGE;HANDLE;DOOR;;INNER FRONT;;;BEIGE;GRAB;;;;;;;;;;HANDLE | DOOR | INNER FRONT
DOOR HANDLES;1;LE;DOOR HANDLE INNER GRAB FRONT BEIGE;HANDLE;DOOR;;INNER FRONT;;;BEIGE;GRAB;;;;;;;;;;HANDLE | DOOR | INNER FRONT
DOOR HANDLES;1;LE;DOOR HANDLE FRONT OUTER PRIMED  (W/O SENSOR);HANDLE;DOOR;;FRONT OUTER;;;PRIMED;NO-SENSOR;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;;DOOR HANDLE FRONT DOOR ASSY;HANDLE;DOOR;;FRONT;;;;;;;;;;;;ASSY;;HANDLE | DOOR | FRONT
DOOR HANDLES;1;;DOOR HANDLE REAR DOOR ASSY;HANDLE;DOOR;;REAR;;;;;;;;;;;;ASSY;;HANDLE | DOOR | REAR
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR INNER 3/4/5D;HANDLE;DOOR;;FRONT REAR INNER;5D;;;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR INNER 3/4/5D;HANDLE;DOOR;;FRONT REAR INNER;5D;;;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;;DOOR HANDLE FRONT OUTER  (W/HOLE)  (RH=LH);HANDLE;DOOR;;FRONT OUTER;;;;;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;;DOOR HANDLE TAIL GATE;HANDLE;DOOR+TAILGATE;;;;;;;;;;;;;;;;HANDLE | DOOR+TAILGATE
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR SILVER OUTER;HANDLE;DOOR;;FRONT REAR OUTER;;;SILVER;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR SILVER OUTER;HANDLE;DOOR;;FRONT REAR OUTER;;;SILVER;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR PRIMED OUTER;HANDLE;DOOR;;FRONT REAR OUTER;;;PRIMED;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR PRIMED OUTER;HANDLE;DOOR;;FRONT REAR OUTER;;;PRIMED;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR BLACK OUTER;HANDLE;DOOR;;FRONT REAR OUTER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR BLACK OUTER;HANDLE;DOOR;;FRONT REAR OUTER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR OUTER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR SILVER/BLACK INNER;HANDLE;DOOR;;FRONT REAR INNER;;;SILVER BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR SILVER/BLACK INNER;HANDLE;DOOR;;FRONT REAR INNER;;;SILVER BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR BLACK INNER;HANDLE;DOOR;;FRONT REAR INNER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR BLACK INNER;HANDLE;DOOR;;FRONT REAR INNER;;;BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR CHROME /BLACK INNER;HANDLE;DOOR;;FRONT REAR INNER;;;CHROME BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR CHROME /BLACK INNER;HANDLE;DOOR;;FRONT REAR INNER;;;CHROME BLACK;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;;DOOR HANDLE FRONT OUTER W/O CYLINDER;HANDLE+CYLINDER;DOOR;;FRONT OUTER;;;;;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT/REAR. INNER;HANDLE;DOOR;;FRONT REAR INNER;;;;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT/REAR. INNER;HANDLE;DOOR;;FRONT REAR INNER;;;;;;;;;;;;;;HANDLE | DOOR | FRONT REAR INNER
DOOR HANDLES;1;;TAIL GATE CABLE;TAILGATE;TAILGATE;;;;;;CABLE;;;;;;;;;;TAILGATE | TAILGATE
DOOR HANDLES;1;RI;DOOR HANDLE FRONT OUTER CHROME /BLACK  (W/KEY HOLE);HANDLE;DOOR;;FRONT OUTER;;;CHROME BLACK;KEYHOLE;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT OUTER CHROME /BLACK  (W/KEY HOLE);HANDLE;DOOR;;FRONT OUTER;;;CHROME BLACK;KEYHOLE;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;LE;DOOR HANDLE REAR OUTER CHROME /BLACK;HANDLE;DOOR;;REAR OUTER;;;CHROME BLACK;;;;;;;;;;;HANDLE | DOOR | REAR OUTER
DOOR HANDLES;1;;TAIL GATE HANDLE  (S.W.);HANDLE;TAILGATE;;;S.W;;;;;;;;;;;;;HANDLE | TAILGATE
DOOR HANDLES;1;RI;FRONT DOOR HANDLE OUTER  (A QUALITY);HANDLE;DOOR;;FRONT OUTER;;;;;;;A;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;LE;FRONT DOOR HANDLE OUTER  (A QUALITY);HANDLE;DOOR;;FRONT OUTER;;;;;;;A;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;RI;DOOR HANDLE FRONT OUTER 3/5D;HANDLE;DOOR;;FRONT OUTER;3/5D;;;;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;LE;DOOR HANDLE FRONT OUTER 5D;HANDLE;DOOR;;FRONT OUTER;5D;;;;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;;GLOVE BOX HANDLE BLACK;BOX+HANDLE;;;;;;BLACK;;;;;;;;;;GLOVE;BOX
DOOR HANDLES;1;;GLOVE BOX HANDLE GRAY;BOX+HANDLE;;;;;;GRAY;;;;;;;;;;GLOVE;BOX
DOOR HANDLES;1;RI;DOOR HANDLE OUTER PLASTIC BASE;HANDLE+BASE;DOOR;;OUTER;;PLASTIC;;;;;;;;;;;;HANDLE | DOOR | OUTER
DOOR HANDLES;1;LE;DOOR HANDLE OUTER PLASTIC BASE;HANDLE+BASE;DOOR;;OUTER;;PLASTIC;;;;;;;;;;;;HANDLE | DOOR | OUTER
DOOR HANDLES;1;RI;DOOR HANDLE OUTER SILVER;HANDLE;DOOR;;OUTER;;;SILVER;;;;;;;;;;;HANDLE | DOOR | OUTER
DOOR HANDLES;1;LE;DOOR HANDLE OUTER SILVER;HANDLE;DOOR;;OUTER;;;SILVER;;;;;;;;;;;HANDLE | DOOR | OUTER
DOOR HANDLES;1;RI;DOOR HANDLE INNER CHROME;HANDLE;DOOR;;INNER;;;CHROME;;;;;;;;;;;HANDLE | DOOR | INNER
DOOR HANDLES;1;LE;DOOR HANDLE INNER CHROME;HANDLE;DOOR;;INNER;;;CHROME;;;;;;;;;;;HANDLE | DOOR | INNER
DOOR HANDLES;1;RI;FRONT DOOR HANDLE OUTER  (W/KEY HOLE)CHROME;HANDLE;DOOR;;FRONT OUTER;;;CHROME;KEYHOLE;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;LE;FRONT DOOR HANDLE OUTER  (W/KEY HOLE)CHROME;HANDLE;DOOR;;FRONT OUTER;;;CHROME;KEYHOLE;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;RI;FRONT DOOR HANDLE OUTER   (W/O KEY HOLE) CHROME;HANDLE;DOOR;;FRONT OUTER;;;CHROME;NO-KEYHOLE;;;;;;;;;;HANDLE | DOOR | FRONT OUTER
DOOR HANDLES;1;RI;R.DOOR HANDLE OUTER;HANDLE;;;OUTER;;;;;;;;;;;;;R.DOOR;HANDLE | OUTER
